nom_standard,F18-24,population,POURCENTAGE_ETUDIANTS
Fonsorbes,3837.0,12119,31.661028137635117
Audincourt,4288.0,13542,31.664451336582484
Beaulon,516.0,1628,31.695331695331696
La Haie-Fouassière,1489.0,4694,31.72134639965914
Fontaine-la-Guyon,539.0,1699,31.724543849323133
Saint-Mars-la-Brière,856.0,2698,31.72720533728688
Lutzelhouse,601.0,1893,31.748547279450605
Saint-Sulpice-sur-Lèze,728.0,2293,31.74880069777584
Le Nouvion-en-Thiérache,804.0,2531,31.766100355590677
Teyran,1476.0,4640,31.810344827586206
Saint-Antoine-du-Rocher,562.0,1766,31.8233295583239
Randan,515.0,1618,31.829419035846723
Le Péage-de-Roussillon,2054.0,6444,31.87461204220981
Brou,1041.0,3265,31.883614088820828
Crevin,905.0,2838,31.88865398167724
Taulignan,525.0,1645,31.914893617021278
Pagny-sur-Moselle,1294.0,4053,31.92696767826301
Vals-les-Bains,1117.0,3495,31.95994277539342
Beaucroissant,598.0,1871,31.961517904863708
Huningue,2331.0,7283,32.00604146642867
Wittisheim,662.0,2067,32.0270924044509
Saint-Maurice-l'Exil,2054.0,6413,32.028691719943865
Fresnoy-le-Grand,944.0,2946,32.043448744059745
Saint-Benoît-de-Carmaux,661.0,2058,32.118561710398446
Le Cailar,793.0,2467,32.14430482367248
Cauffry,847.0,2634,32.15641609719058
Arlanc,580.0,1803,32.16860787576262
Mondelange,1834.0,5701,32.16979477284687
Beaumont-sur-Sarthe,637.0,1979,32.18797372410308
Robion,1509.0,4688,32.18856655290102
Plessé,1695.0,5265,32.193732193732195
Liévin,9696.0,30102,32.21048435319912
Doubs,1043.0,3235,32.24111282843895
Beaumont-Louestault,562.0,1742,32.26176808266361
Saint-Marc-le-Blanc,518.0,1605,32.27414330218068
Trélon,886.0,2744,32.288629737609334
Sainte-Feyre,805.0,2493,32.29041315683915
Loperhet,1270.0,3931,32.30730094123633
Rosières-aux-Salines,922.0,2851,32.33952998947738
Guémené-Penfao,1695.0,5239,32.35350257682764
Saint-Colomban,1110.0,3428,32.380396732788796
Pluneret,1951.0,6023,32.392495434169014
Beaune-la-Rolande,650.0,2006,32.40279162512463
Plouigneau,1647.0,5082,32.40850059031877
Molac,526.0,1622,32.42909987669544
Paulx,650.0,2004,32.43512974051897
Briennon,558.0,1719,32.460732984293195
Saint-Épain,501.0,1543,32.469215813350615
Fleury-sur-Andelle,593.0,1826,32.47535596933187
Coye-la-Forêt,1291.0,3972,32.502517623363545
L'Hôpital,1692.0,5205,32.50720461095101
Bédarrides,1742.0,5358,32.512131392310565
Crolles,2665.0,8193,32.52776760649335
Menetou-Salon,525.0,1614,32.52788104089219
Ailly-sur-Somme,948.0,2914,32.532601235415235
Orval,568.0,1745,32.550143266475644
Pléchâtel,905.0,2780,32.55395683453237
Montpezat-de-Quercy,521.0,1600,32.5625
Saint-Nicolas-du-Pélem,507.0,1555,32.60450160771704
Melgven,1116.0,3422,32.6125073056692
Port-Vendres,1303.0,3995,32.61576971214018
Anneyron,1343.0,4117,32.62084041777994
Pégomas,2596.0,7956,32.629462041226745
Monthermé,715.0,2191,32.633500684618895
Bouxières-aux-Dames,1354.0,4147,32.650108512177475
Puy-Guillaume,893.0,2735,32.65082266910421
Sarrians,1969.0,6030,32.65339966832504
Saint-Vigor-le-Grand,827.0,2529,32.700672202451564
Montville,1505.0,4593,32.76725451774439
Bailly-Romainvilliers,2390.0,7288,32.793633369923164
Blonville-sur-Mer,509.0,1552,32.79639175257732
Chevry-Cossigny,1286.0,3920,32.80612244897959
Guyancourt,9603.0,29269,32.80945710478663
Krautergersheim,567.0,1728,32.8125
Bellerive-sur-Allier,2904.0,8844,32.83582089552239
Château-Salins,757.0,2304,32.85590277777778
Venerque,903.0,2747,32.8722242446305
Vouvray,1083.0,3294,32.87795992714025
Gaillard,3404.0,10350,32.88888888888889
Châtillon-sur-Thouet,879.0,2671,32.90902283788843
Pollionnay,944.0,2868,32.91492329149233
Saint-Nizier-sous-Charlieu,558.0,1695,32.92035398230089
Ottrott,511.0,1552,32.925257731958766
Perriers-sur-Andelle,593.0,1801,32.92615213770127
Roëzé-sur-Sarthe,853.0,2589,32.94708381614523
Aigre,526.0,1595,32.97805642633229
Coutras,2846.0,8623,33.004754725733505
Grignan,525.0,1590,33.0188679245283
Rémilly,713.0,2159,33.02454840203798
L'Île-Bouchard,501.0,1517,33.02570863546473
Coarraze,716.0,2168,33.025830258302584
La Chapelle-Launay,1055.0,3194,33.03068252974327
Villedoux,759.0,2297,33.04309969525468
Le Champ-Saint-Père,612.0,1852,33.04535637149028
Montévrain,4634.0,14017,33.05985588927731
La Bruffière,1347.0,4074,33.06332842415316
Cissac-Médoc,732.0,2213,33.07727067329417
Losne,541.0,1635,33.08868501529052
Ternay,1997.0,6031,33.112253357652136
Gignac,2436.0,7356,33.115823817292004
Bertrange,930.0,2808,33.11965811965812
Brûlon,508.0,1533,33.13763861709067
Orgelet,532.0,1604,33.16708229426434
Quelaines-Saint-Gault,707.0,2131,33.176912247771
Cussac-Fort-Médoc,784.0,2363,33.1781633516716
Champenoux,507.0,1528,33.18062827225131
Orcet,923.0,2781,33.189500179791445
Caden,526.0,1580,33.291139240506325
Les Lucs-sur-Boulogne,1192.0,3580,33.29608938547486
Saint-Vallier,4264.0,12796,33.32291341044076
Rantigny,847.0,2540,33.346456692913385
Chaligny,935.0,2803,33.35711737424189
La Plaine-sur-Mer,1484.0,4448,33.36330935251798
Mellac,1102.0,3303,33.36360884044808
Descartes,1112.0,3331,33.38336835785049
Saint-Pierre-en-Auge,2447.0,7325,33.406143344709896
Abeilhan,603.0,1805,33.40720221606649
Brionne,1398.0,4184,33.413001912045885
Villefranche-sur-Cher,887.0,2647,33.509633547412164
Verneuil-l'Étang,1068.0,3186,33.52165725047081
Dinéault,625.0,1864,33.53004291845493
Elliant,1116.0,3328,33.53365384615385
Villeneuve-Loubet,5476.0,16329,33.535427766550306
Pontvallain,548.0,1634,33.53733170134639
Bréhal,1162.0,3463,33.55472133987872
Cernay,4119.0,12275,33.55600814663951
Aniane,987.0,2939,33.58285130996938
Kerlouan,701.0,2087,33.58888356492573
Arzal,571.0,1699,33.60800470865215
Saint-Sauveur-Villages,1168.0,3474,33.62118595279217
Saint-Ay,1213.0,3607,33.6290546160244
Pontpoint,1088.0,3235,33.63214837712519
Saint-Domineuc,859.0,2553,33.6466901684293
Bretteville-sur-Laize,644.0,1912,33.68200836820084
Hautmont,4823.0,14318,33.68487218885319
Thoissey,561.0,1664,33.71394230769231
Gleizé,2527.0,7495,33.715810540360245
Cubnezais,582.0,1726,33.719582850521434
Berné,521.0,1545,33.72168284789644
Treffiagat,813.0,2410,33.7344398340249
Saint-Yvi,1116.0,3308,33.736396614268436
Saint-Saëns,785.0,2326,33.748925193465176
Bailleau-le-Pin,539.0,1597,33.75078271759549
Aubord,793.0,2347,33.78781423093311
Aubignan,1969.0,5825,33.80257510729614
Saint-Éloy-de-Gy,525.0,1553,33.80553766902769
Seyssel,1136.0,3359,33.8195891634415
Irodouër,766.0,2263,33.848873177198406
Derval,1191.0,3511,33.92195955568214
Frévent,1136.0,3348,33.930704898446834
Laurens,603.0,1776,33.9527027027027
Taluyers,896.0,2637,33.97800530906333
Saint-Paterne-Racan,562.0,1650,34.060606060606055
Puget-sur-Argens,2748.0,8061,34.09006326758467
Valleiry,1673.0,4907,34.0941512125535
Chagny,1942.0,5695,34.10008779631256
Figari,533.0,1559,34.18858242463118
Volgelsheim,921.0,2691,34.225195094760316
Codognan,828.0,2419,34.22902025630426
Val d'Oingt,1423.0,4157,34.23141688717825
Sotta,533.0,1556,34.25449871465296
Tullins,2657.0,7755,34.26176660219213
Chazay-d'Azergues,1423.0,4153,34.26438718998314
Montbert,1110.0,3238,34.280420012353304
Grièges,646.0,1884,34.288747346072185
Monts,2772.0,8080,34.30693069306931
Lourdes,4548.0,13247,34.3323016532045
Vasselay,525.0,1528,34.3586387434555
Touvois,650.0,1890,34.39153439153439
Valambray,585.0,1700,34.411764705882355
Pusignan,1444.0,4190,34.463007159904535
Échenoz-la-Méline,1115.0,3235,34.46676970633694
Baccarat,1435.0,4160,34.49519230769231
Ressons-sur-Matz,589.0,1707,34.50497949619215
Herbitzheim,635.0,1840,34.51086956521739
Carnoules,1238.0,3587,34.51352104822972
Marigné-Laillé,557.0,1613,34.53192808431494
Flassans-sur-Issole,1238.0,3582,34.56169737576772
Terranjou,1366.0,3950,34.58227848101266
Maël-Carhaix,507.0,1466,34.58390177353343
Uckange,2404.0,6951,34.58495180549561
Sailly-sur-la-Lys,1349.0,3900,34.58974358974359
Bray-Saint-Aignan,602.0,1740,34.59770114942528
Pluherlin,526.0,1520,34.60526315789474
Boulazac Isle Manoire,3716.0,10738,34.60607189420749
Sierck-les-Bains,615.0,1776,34.62837837837838
Cambronne-lès-Ribécourt,666.0,1920,34.6875
Beychac-et-Caillau,886.0,2554,34.69068128425998
Dadonville,834.0,2404,34.69217970049917
Grandvilliers,969.0,2793,34.69387755102041
Maxent,509.0,1467,34.69665985003408
Charolles,989.0,2849,34.71393471393471
Baguer-Pican,618.0,1779,34.73861720067454
Murat,725.0,2087,34.73885960709152
Langrune-sur-Mer,677.0,1948,34.75359342915811
Nogent-le-Roi,1387.0,3990,34.76190476190476
Labastide-Saint-Georges,676.0,1944,34.77366255144033
Lagnieu,2510.0,7214,34.79345716662046
Coudekerque-Branche,7223.0,20708,34.880239520958085
Malestroit,867.0,2483,34.91743858236005
Marolles-les-Braults,720.0,2061,34.93449781659388
Plonévez-Porzay,625.0,1787,34.97481813094572
Bort-les-Orgues,908.0,2595,34.99036608863199
Cléry-Saint-André,1213.0,3466,34.99711482977496
Grande-Synthe,7223.0,20635,35.00363460140538
Moussac,690.0,1971,35.0076103500761
Rohrbach-lès-Bitche,807.0,2305,35.01084598698482
Saint-Étienne-sur-Chalaronne,561.0,1602,35.0187265917603
Issenheim,1208.0,3449,35.02464482458684
Guiclan,886.0,2529,35.0336101225781
Plérin,5069.0,14459,35.0577494985822
Azay-sur-Cher,1083.0,3089,35.05988993201684
Nueil-les-Aubiers,1944.0,5541,35.08391987005955
Terville,2571.0,7328,35.084606986899566
La Ferté-sous-Jouarre,3394.0,9672,35.090984284532674
Cheval-Blanc,1509.0,4300,35.093023255813954
Outreau,4631.0,13178,35.14190317195325
Orliénas,896.0,2549,35.15103962338172
Pornichet,4159.0,11828,35.16232668244842
Brue-Auriac,507.0,1440,35.208333333333336
Neuvéglise-sur-Truyère,606.0,1720,35.23255813953489
Fleurines,650.0,1844,35.24945770065076
Écrouves,1572.0,4454,35.294117647058826
Beauce la Romaine,1213.0,3436,35.30267753201397
Martres-Tolosane,850.0,2407,35.31366846697133
Villevieille,647.0,1832,35.31659388646288
Guissény,701.0,1983,35.35047907211296
Assat,716.0,2025,35.358024691358025
Francheleins,561.0,1586,35.37200504413619
Athis-Val de Rouvre,1496.0,4224,35.41666666666667
Behren-lès-Forbach,2329.0,6571,35.4436158879927
Saint-Urbain,1270.0,3583,35.44515768908736
Moirans,2657.0,7495,35.45030020013342
Saint-Cyr-sur-Menthon,646.0,1822,35.455543358946215
La Tremblade,1534.0,4326,35.460009246417016
Contamine-sur-Arve,800.0,2256,35.46099290780142
Pradines,1608.0,4530,35.496688741721854
Mansigné,548.0,1541,35.561323815704085
Harbonnières,584.0,1642,35.56638246041413
Tavernes,507.0,1425,35.578947368421055
Gennes-Val-de-Loire,3022.0,8480,35.63679245283019
Thierville-sur-Meuse,1129.0,3167,35.64887906536154
Sainte-Foy,1226.0,3439,35.64989822622856
Thomery,1219.0,3419,35.65369991225504
Val d'Oust,992.0,2782,35.65780014378145
Les Bois d'Anjou,918.0,2574,35.66433566433567
Saint-Florent,763.0,2139,35.670874240299206
Villers-Bocage,1635.0,4582,35.68310781318202
La Vraie-Croix,526.0,1473,35.709436524100475
Boulange,882.0,2469,35.722964763061974
Lunel-Viel,1602.0,4484,35.727029438001786
Lédignan,533.0,1491,35.7478202548625
Saint-Mammès,1219.0,3404,35.810810810810814
Graveson,1739.0,4854,35.82612278533169
Euville,589.0,1644,35.82725060827251
Bourg-des-Comptes,1192.0,3327,35.828073339344755
Asson,716.0,1998,35.83583583583583
Saint-Mariens,582.0,1619,35.948116121062384
Ayse,800.0,2225,35.95505617977528
Prigonrieux,1519.0,4223,35.969689793985324
Saint-Geniès-de-Fontedit,603.0,1676,35.97852028639618
Luché-Pringé,548.0,1523,35.981615233092576
Landiras,788.0,2190,35.981735159817354
Crouy-sur-Ourcq,655.0,1820,35.989010989010985
Porte des Pierres Dorées,1423.0,3951,36.01619843077702
Ittenheim,756.0,2098,36.03431839847474
Sundhouse,662.0,1837,36.03701687534023
Gouville-sur-Mer,1168.0,3241,36.03825979635915
Montmarault,549.0,1523,36.04727511490479
Crottet,646.0,1792,36.049107142857146
Bouxières-aux-Chênes,507.0,1406,36.059743954480794
Rety,753.0,2087,36.080498322951605
La Ville-Dieu-du-Temple,1133.0,3140,36.0828025477707
Ploemeur,6695.0,18537,36.11695527863192
Toulenne,1006.0,2779,36.20007196833394
Dozulé,838.0,2314,36.21434745030251
Le Chesnay-Rocquencourt,11249.0,31057,36.22049779437808
Meslan,521.0,1438,36.230876216968014
Vers-Pont-du-Gard,647.0,1785,36.246498599439775
Pontcharra,2665.0,7349,36.263437202340455
Saint-Selve,1265.0,3488,36.267201834862384
Mantes-la-Jolie,15943.0,43945,36.2794402093526
Preignac,788.0,2172,36.279926335174956
Le Croisic,1493.0,4114,36.29071463296062
Baguer-Morvan,618.0,1702,36.310223266745005
Void-Vacon,589.0,1621,36.33559531153609
Vétraz-Monthoux,3404.0,9360,36.36752136752136
Villard-Bonnot,2665.0,7324,36.38722009830694
Plounéour-Brignogan-plages,701.0,1926,36.39667705088266
Sainte-Reine-de-Bretagne,878.0,2408,36.46179401993355
Frignicourt,652.0,1787,36.485730274202574
Sains-du-Nord,1017.0,2787,36.490850376749194
Arthaz-Pont-Notre-Dame,601.0,1646,36.5127582017011
Plourin-lès-Morlaix,1647.0,4510,36.51884700665188
Quettreville-sur-Sienne,1168.0,3195,36.557120500782474
Saint-Denis-de-l'Hôtel,1107.0,3028,36.55878467635403
Colombe,598.0,1635,36.57492354740061
Vireux-Wallerand,710.0,1940,36.597938144329895
Biarritz,9477.0,25885,36.611937415491596
Rozay-en-Brie,1035.0,2826,36.624203821656046
Orchamps-Vennes,792.0,2161,36.64969921332716
Saint-Jean-de-Sixt,537.0,1465,36.655290102389074
Lisle-sur-Tarn,1721.0,4693,36.67163861069678
Cépet,816.0,2224,36.69064748201439
Biesheim,921.0,2510,36.69322709163347
Bénéjacq,716.0,1951,36.699128651973346
Aigrefeuille-sur-Maine,1489.0,4057,36.70199654917427
Aurseulles,697.0,1899,36.703528172722486
Saint-Just-Sauvage,519.0,1414,36.7043847241867
Aydat,923.0,2511,36.758263639984065
Saint-Denis-de-Gastines,526.0,1429,36.80895731280616
Peillonnex,505.0,1371,36.83442742523705
Longuenesse,3906.0,10600,36.84905660377358
Saint-Georges-sur-Loire,1366.0,3706,36.859147328656235
Grand-Fougeray,905.0,2455,36.86354378818738
Nangy,601.0,1629,36.89379987722529
Cérons,788.0,2133,36.94327238631036
Saint-André-de-Corcy,1244.0,3366,36.957813428401664
Marçay,637.0,1723,36.970400464306444
Esbly,2390.0,6464,36.974009900990104
Eygalières,640.0,1730,36.99421965317919
Francueil,513.0,1386,37.01298701298701
Juvigné,526.0,1421,37.01618578465869
Vias,2149.0,5804,37.026188835286014
Congis-sur-Thérouanne,655.0,1769,37.02656868287168
Saint-Hilaire-du-Harcouët,2137.0,5769,37.04281504593517
Daux,904.0,2440,37.049180327868854
Brumath,3729.0,10061,37.06391014809661
Cugand,1347.0,3633,37.07679603633361
Le Pouliguen,1493.0,4024,37.10238568588469
Gargas,1396.0,3761,37.11778782238767
Rebais,853.0,2298,37.119234116623154
Élancourt,9603.0,25857,37.13887922032718
Martillac,1265.0,3406,37.14034057545508
Blausasc,618.0,1663,37.161755862898374
Dingy-Saint-Clair,537.0,1445,37.16262975778547
Saint-Paul-en-Forêt,658.0,1770,37.175141242937855
Houilles,12364.0,33250,37.18496240601504
Bailleul,5911.0,15891,37.1971556226795
Petite-Rosselle,2329.0,6257,37.22231101166693
Aumetz,882.0,2368,37.24662162162162
Merten,548.0,1471,37.25356900067981
Clairvaux-les-Lacs,532.0,1427,37.281009110021024
Saint-Donat-sur-l'Herbasse,1601.0,4294,37.284583139264086
Lasseube,651.0,1746,37.2852233676976
Maignelay-Montigny,976.0,2616,37.308868501529055
Loretz-d'Argenton,974.0,2609,37.33231123035646
Saint-Folquin,866.0,2318,37.359792924935284
La Croix-Valmer,1413.0,3780,37.38095238095238
Belleville-sur-Meuse,1129.0,3020,37.384105960264904
Laize-Clinchamps,797.0,2130,37.417840375586856
Buros,726.0,1940,37.422680412371136
Gièvres,887.0,2367,37.47359526827208
Saint-Amand-les-Eaux,6002.0,15997,37.519534912796146
Glomel,507.0,1350,37.55555555555555
Cuiseaux,686.0,1825,37.589041095890416
Plateau d'Hauteville,1814.0,4824,37.60364842454395
Hédé-Bazouges,859.0,2283,37.62593079281647
Brouilla,595.0,1580,37.65822784810127
Ambleteuse,753.0,1998,37.687687687687685
Ville-la-Grand,3404.0,9031,37.69239286900675
Orgerus,930.0,2467,37.69760843129307
Saint-Étienne-de-Mer-Morte,650.0,1724,37.7030162412993
Saucats,1265.0,3355,37.704918032786885
Eppeville,666.0,1766,37.712344280860705
Donville-les-Bains,1162.0,3081,37.71502758844531
Guéreins,561.0,1487,37.72696704774714
Folembray,520.0,1377,37.76325344952796
Reignac,889.0,2354,37.76550552251487
Saint-Ismier,2665.0,7046,37.82287822878229
Signy-l'Abbaye,511.0,1351,37.82383419689119
Chandon,558.0,1475,37.83050847457627
La Tour-du-Crieu,1223.0,3232,37.84034653465346
Saint-Gatien-des-Bois,509.0,1345,37.84386617100372
Plémet,1411.0,3728,37.848712446351925
Saint-Cosme-en-Vairais,720.0,1902,37.85488958990536
Rédené,1102.0,2911,37.856406733081414
Changé,4888.0,12882,37.94441856854526
Meistratzheim,567.0,1494,37.95180722891566
Caraman,958.0,2524,37.955625990491285
Chomérac,1141.0,3004,37.982689747003995
Belmont-de-la-Loire,558.0,1467,38.036809815950924
Charantonnay,757.0,1990,38.040201005025125
Criel-sur-Mer,996.0,2617,38.058846006878106
Gallardon,1387.0,3641,38.09393023894535
Auxon,546.0,1433,38.10188415910677
Pons,1604.0,4206,38.13599619591061
Orry-la-Ville,1291.0,3385,38.138847858197934
Monterfil,509.0,1334,38.15592203898051
Solliès-Ville,963.0,2523,38.16884661117717
Merville-Franceville-Plage,838.0,2195,38.17767653758542
Poligny,1983.0,5194,38.17866769349249
Saint-Jean-Lasseille,595.0,1558,38.18998716302953
Vallières-sur-Fier,1006.0,2633,38.207368021268515
Grane,767.0,2007,38.21624314897857
Azay-le-Brûlé,763.0,1995,38.24561403508772
Cucuron,680.0,1777,38.26674169949353
Saint-Ouen-d'Aunis,759.0,1983,38.27534039334342
Moncoutant-sur-Sèvre,1944.0,5070,38.34319526627219
Saint-Martin-d'Ablois,532.0,1387,38.35616438356164
Gosné,777.0,2025,38.370370370370374
Drefféac,878.0,2288,38.37412587412587
Sorède,1303.0,3395,38.379970544919004
Seignosse,1495.0,3890,38.43187660668381
Plouider,701.0,1824,38.43201754385965
Vaux-sur-Mer,1534.0,3990,38.446115288220554
Sizun,886.0,2304,38.45486111111111
Pruniers-en-Sologne,887.0,2304,38.49826388888889
Castillon-du-Gard,647.0,1679,38.534842167957116
Jouy-sur-Morin,853.0,2212,38.5623869801085
Montescot,629.0,1630,38.58895705521472
Châtillon-Coligny,722.0,1869,38.6302835741038
Arc-et-Senans,624.0,1614,38.66171003717472
Mers-les-Bains,996.0,2573,38.70967741935484
Pernay,562.0,1451,38.731909028256375
Treffendel,509.0,1314,38.73668188736682
Rurange-lès-Thionville,930.0,2399,38.76615256356815
Miremont,1155.0,2979,38.77139979859013
Mainvilliers,4337.0,11186,38.77167888431969
Saint-Étienne-de-Fontbellon,1117.0,2880,38.78472222222222
Donnery,1107.0,2854,38.78766643307638
Lauris,1509.0,3890,38.79177377892031
Le Pont-de-Beauvoisin,2179.0,5615,38.80676758682102
Labruguière,2527.0,6510,38.81720430107527
Vair-sur-Loire,1866.0,4807,38.81838984813813
Haybes,710.0,1829,38.819026790595956
Montségur-sur-Lauzon,525.0,1352,38.83136094674556
Congénies,647.0,1666,38.83553421368548
Attigny,511.0,1315,38.85931558935361
Cabannes,1739.0,4471,38.89510176694252
Saint-Georges-sur-Cher,1064.0,2735,38.90310786106033
Saint-Mars-du-Désert,2105.0,5406,38.938216796152425
Saint-Georges-les-Bains,938.0,2408,38.95348837209303
Andlau,687.0,1763,38.96766874645491
Saint-Ouen-de-Thouberville,956.0,2452,38.988580750407834
Portet-sur-Garonne,3837.0,9832,39.025630593978846
Ennery,1834.0,4697,39.046199701937404
Montenay,526.0,1347,39.04974016332591
Lansargues,1209.0,3096,39.05038759689923
Douvaine,2612.0,6688,39.05502392344498
Rolampont,546.0,1398,39.05579399141631
Candé,1102.0,2821,39.0641616448068
Bernardswiller,567.0,1451,39.07649896623019
Nay,1295.0,3312,39.100241545893724
Furiani,2257.0,5772,39.1025641025641
Vernou-sur-Brenne,1083.0,2769,39.11159263271939
Erbray,1191.0,3045,39.11330049261083
Lailly-en-Val,1213.0,3101,39.116414059980656
Saint-Palais-sur-Mer,1534.0,3920,39.13265306122449
Étreux,569.0,1454,39.1334250343879
Monchy-Saint-Éloi,847.0,2164,39.14048059149723
Potigny,811.0,2072,39.140926640926644
Chaumes-en-Brie,1326.0,3387,39.14968999114261
Maizières-la-Grande-Paroisse,590.0,1505,39.202657807308974
Mirefleurs,923.0,2353,39.226519337016576
Marmoutier,1064.0,2712,39.233038348082594
Sermaise,760.0,1937,39.235931853381516
Sin-le-Noble,6060.0,15442,39.24362129257869
Saint-Tropez,1413.0,3600,39.25
Noyers-sur-Cher,1064.0,2708,39.29098966026588
Rothau,601.0,1529,39.30673642903859
Tanneron,658.0,1674,39.30704898446834
Vaas,548.0,1394,39.31133428981349
Lancieux,622.0,1582,39.317319848293295
La Séauve-sur-Semène,584.0,1485,39.32659932659933
Eyragues,1739.0,4421,39.33499208323909
Hondschoote,1590.0,4041,39.346696362286565
Saint-Pal-de-Mons,905.0,2300,39.34782608695652
Valentigney,4288.0,10897,39.35027989354868
Hesdin,873.0,2218,39.35978358881875
Algrange,2404.0,6104,39.38401048492792
Bécon-les-Granits,1097.0,2784,39.4037356321839
Pont-Aven,1116.0,2831,39.42069939950548
Onnion,505.0,1280,39.453125
Seysses,3837.0,9725,39.455012853470436
Évrecy,797.0,2020,39.45544554455446
Pont-de-Veyle,646.0,1637,39.46243127672572
Chavenay,688.0,1743,39.472174411933445
Verniolle,906.0,2295,39.47712418300654
Mésanger,1866.0,4726,39.483707151925515
Montoison,767.0,1942,39.49536560247168
Josselin,992.0,2511,39.50617283950617
May-sur-Orne,797.0,2016,39.53373015873016
Val-du-Layon,1366.0,3455,39.536903039073806
Ercé-près-Liffré,777.0,1965,39.541984732824424
Cherveux,763.0,1929,39.55417314670814
Chauriat,685.0,1731,39.57250144425188
Livarot-Pays-d'Auge,2447.0,6183,39.57625748018761
Le Pouzin,1141.0,2883,39.57682969129379
Meymac,908.0,2291,39.63334788302051
Bracieux,524.0,1321,39.666919000757
Magny-Vernois,546.0,1375,39.70909090909091
Saint-Paul-en-Chablais,1002.0,2522,39.73037272006344
Diemeringen,635.0,1598,39.73717146433041
Gétigné,1489.0,3746,39.74906567004805
Précigné,1168.0,2938,39.75493533015657
Les Essarts-le-Roi,2679.0,6737,39.76547424669734
Saint-Amant-de-Boixe,526.0,1322,39.78819969742814
Chilleurs-aux-Bois,834.0,2096,39.79007633587786
Blérancourt,520.0,1306,39.81623277182236
Marck,4193.0,10523,39.84605150622446
Corzé,760.0,1907,39.853172522286314
Jassans-Riottier,2527.0,6337,39.87691336594603
Sonzay,562.0,1409,39.88644428672818
Bénesse-Maremne,1495.0,3748,39.88794023479189
Lugrin,1002.0,2511,39.904420549581836
Val-de-Bonnieure,526.0,1318,39.90895295902883
Belgentier,963.0,2411,39.9419328079635
Vieux-Thann,1133.0,2836,39.95063469675599
Vinon-sur-Verdon,1711.0,4280,39.976635514018696
Orchies,3410.0,8529,39.981240473678035
